id,status_group
21061,non functional
16410,functional
33371,functional
68737,functional
21543,functional
32357,non functional
52886,non functional
19264,non functional
15406,functional
7237,non functional
56690,functional
43235,non functional
40428,non functional
20882,functional
65930,functional
23023,functional
11075,non functional
16120,functional
73332,non functional
36855,functional
32298,functional
39350,functional
65624,functional
24712,non functional
18244,functional
36651,functional
61122,non functional
68722,functional
15796,functional
38597,functional
34351,functional
12926,functional
1361,functional
29504,non functional
6331,functional
73064,non functional
66291,functional
5937,non functional
44648,functional
30642,non functional
18223,functional
55354,non functional
1271,non functional
47798,functional
14435,non functional
19355,functional
14820,non functional
4391,functional
41984,functional
17455,functional
14667,functional needs repair
67276,functional
70116,non functional
38843,functional
62833,functional
21786,functional needs repair
5137,non functional
5686,functional
65577,non functional
9557,functional
8235,non functional
70184,functional
65334,functional
26422,functional
5221,functional
60250,functional
33742,functional
33754,functional
15113,non functional
20021,functional
10968,non functional
37645,functional
65442,functional
46801,functional
42681,non functional
9218,non functional
10618,functional
18376,non functional
7081,non functional
21325,functional
41513,functional
16539,non functional
17077,functional
11969,non functional
2070,functional needs repair
17938,functional
67058,non functional
14106,functional
1931,non functional
73979,functional
35763,functional
21561,functional
1103,functional
15088,functional
39675,non functional
34594,functional
64632,functional
20266,non functional
22802,functional
20208,functional
29300,functional
42717,functional
12594,functional
17034,non functional
60913,non functional
42050,functional
6973,non functional
46869,functional
17457,functional
54619,functional
52675,functional
27072,non functional
7849,functional
62488,functional
70763,non functional
13032,functional
54851,functional
67968,functional
21690,functional
56415,functional needs repair
31352,non functional
54253,functional
23650,functional needs repair
62683,functional
35693,non functional
25763,functional
72950,functional
37896,non functional
54366,functional
39279,functional
43971,non functional
2467,non functional
72516,non functional
17266,non functional
41746,functional
9315,functional
9802,non functional
73506,functional needs repair
5285,functional
16827,functional
58094,functional
44719,functional needs repair
18637,non functional
18424,functional
62010,functional
8026,functional
37848,functional
13326,functional
7242,functional
46232,functional
19179,functional
14255,non functional
32278,functional
10351,non functional
67825,functional
21183,functional
61650,non functional
59417,non functional
66902,non functional
70705,functional
21628,functional
10378,non functional
56626,functional
61840,functional
26069,non functional
3908,non functional
24649,functional
70847,functional
15653,functional
27627,functional
21686,functional
68716,functional
29521,non functional
22080,functional
42316,functional
53156,functional
42473,functional
62809,non functional
54281,non functional
26936,non functional
29131,non functional
48466,functional
11104,non functional
66914,functional needs repair
63887,functional
21757,functional needs repair
73040,functional
34779,functional
21700,functional
7268,functional
51233,functional
37499,functional
59693,functional
809,functional
2180,functional
47537,non functional
28332,functional
33752,non functional
65426,functional
44628,functional
46639,functional
44845,non functional
11895,non functional
54493,functional
13255,non functional
67476,functional
29614,functional
54037,non functional
15774,non functional
4143,functional
42584,functional
26078,functional
52117,functional needs repair
66364,functional
39422,functional
5059,functional
11368,functional
63125,functional
34139,non functional
16369,non functional
37872,functional
65715,functional
34168,functional
53439,functional
73135,non functional
45135,functional
20895,non functional
13482,non functional
56331,functional
30607,functional
73691,functional
26600,non functional
58388,non functional
21552,functional
12509,functional
36976,functional
31494,non functional
28101,functional
53848,non functional
19254,functional
60255,functional
33398,functional
55848,functional
25229,non functional
44973,functional
50712,functional needs repair
5430,functional
33434,non functional
60846,non functional
14650,non functional
50744,functional
73945,functional
29167,functional
44551,non functional
61028,functional
56916,non functional
16281,non functional
13025,non functional
35381,non functional
23998,functional
42149,non functional
50554,functional
58167,non functional
14894,non functional
32801,non functional
55370,functional
25700,functional needs repair
6078,functional
2140,functional
46147,functional
46030,functional
29541,non functional
69454,non functional
65110,non functional
8860,non functional
71309,non functional
51449,non functional
60016,non functional
70162,non functional
22698,functional
8701,functional
42087,functional
52958,functional
33952,non functional
15459,non functional
34985,functional
6754,functional
61225,non functional
74143,functional
22223,functional
17078,functional
55822,functional
70421,functional
62747,functional
70057,functional
11752,functional
44165,non functional
73534,functional
11963,functional
52152,non functional
26850,non functional
67913,functional
13600,non functional
5956,non functional
34401,functional
53900,non functional
27036,functional
47864,non functional
14057,functional
24223,non functional
53430,functional
4891,non functional
31899,non functional
33808,functional
39013,non functional
2190,functional
68867,non functional
70725,functional
66858,functional
55226,functional
21029,non functional
55510,functional
44942,functional
33340,functional
47603,non functional
14297,non functional
38397,non functional
34285,non functional
58070,non functional
63460,functional
10259,functional
28421,functional
14274,non functional
13695,functional
2262,non functional
55545,functional
70373,functional
54022,functional
73875,functional
44027,functional
49745,functional
66829,functional
49358,non functional
71605,non functional
59222,functional
5984,non functional
64316,functional
47702,functional
45022,functional
43244,functional
47670,non functional
24798,functional
15175,non functional
68072,non functional
32703,non functional
60905,non functional
28690,non functional
69232,functional
32533,functional
11375,functional
47663,non functional
30430,non functional
28550,non functional
36663,functional
40387,functional
51578,functional
3534,functional
47508,non functional
63630,functional
26671,functional
34243,functional
2181,non functional
11259,functional
36185,functional
36500,functional
27563,functional
2867,functional
9370,functional
66898,non functional
894,functional
43172,functional
61008,functional
1871,functional
24562,functional
74138,functional
43953,functional
14738,functional
72983,functional
61959,functional
38608,functional
16485,functional
73988,non functional
39284,non functional
29207,non functional
47081,non functional
49101,non functional
34517,non functional
31059,functional
57432,functional
6346,functional
72650,functional
5677,functional
39376,non functional
24347,functional
26503,functional
48360,functional
61135,non functional
7382,functional
9684,non functional
28706,functional
30674,non functional
68709,functional
68555,functional
2891,non functional
8325,functional
35792,functional
21525,functional
54970,functional
62634,functional
20452,non functional
69576,functional
2868,functional
26716,non functional
13707,functional
48742,functional
10004,functional
43570,functional
64844,functional
30482,functional
54847,functional
22657,functional
8249,functional
9243,functional
35067,non functional
1857,non functional
35742,functional
5800,functional
60514,non functional
40830,non functional
27127,functional
71753,non functional
51047,functional needs repair
53739,non functional
23929,functional
53104,functional
58724,functional
65168,functional
35803,non functional
42604,functional
41814,non functional
29197,non functional
62221,functional
45377,non functional
26715,non functional
61468,functional
25038,functional
58810,functional
10713,functional
22734,non functional
16087,functional
18149,functional
36657,non functional
4068,functional
63610,non functional
39301,non functional
59813,non functional
36574,non functional
4406,functional
65365,non functional
44055,non functional
70621,non functional
2247,functional
6935,functional
4418,functional
60547,functional needs repair
135,functional
24055,non functional
1312,functional
10331,functional
26177,functional
33162,functional
7062,functional
22851,functional
28423,functional
41251,non functional
20422,functional
34257,functional
16064,functional
40453,functional
54622,functional
16920,functional needs repair
33310,functional
22136,non functional
63341,non functional
19356,functional
71628,functional
64094,functional
11925,functional needs repair
59084,functional
37215,non functional
35362,functional
65020,non functional
3718,non functional
44761,functional
1471,non functional
23132,functional
40859,functional
62566,functional
22401,functional
28889,functional
35117,functional
61481,non functional
27111,functional
19631,non functional
1482,functional
7428,functional
3388,non functional
39395,non functional
28660,functional needs repair
47388,functional
50865,functional needs repair
39358,functional
11569,functional
12754,functional
36511,functional
51901,functional needs repair
43635,non functional
49977,functional
26436,functional
39764,functional
59511,functional
67376,non functional
18372,functional
60995,functional
4370,non functional
32477,functional
61244,non functional
14604,non functional
16439,functional
57621,functional
14019,functional
24041,functional
1934,non functional
9465,non functional
54058,non functional
29854,non functional
55860,functional
2174,functional
42337,functional
69450,functional
35051,functional
71593,non functional
8482,functional
20941,functional
64392,functional
51397,non functional
41591,non functional
23332,functional needs repair
32115,non functional
41692,functional
25771,functional
32552,non functional
3331,non functional
54540,non functional
503,functional
71143,non functional
7807,non functional
57653,non functional
51315,functional
24220,functional
67953,non functional
54094,functional
45292,functional
31549,non functional
37511,functional
68378,functional
15031,functional
58739,non functional
8089,functional
21828,functional
7638,non functional
56568,functional
29502,functional
14198,functional
63751,functional needs repair
5928,functional
42267,functional
69493,functional
64556,functional
22629,functional
49173,non functional
2358,non functional
32709,functional
28752,functional
7917,functional
29189,non functional
2159,functional
43104,functional
43457,functional
36883,non functional
24201,non functional
40839,functional
27603,functional
58623,non functional
3144,functional
42970,functional
30336,functional needs repair
56071,functional
53451,functional
35703,non functional
39991,functional
30947,functional
22468,functional
62861,non functional
53501,functional
56510,functional
4508,non functional
57787,non functional
49951,non functional
3872,non functional
56684,functional
67903,functional
56467,functional
38739,non functional
18343,functional
13767,non functional
62621,non functional
73869,non functional
70262,non functional
71693,functional
20174,non functional
15549,functional
62113,functional
29511,functional
9501,functional needs repair
66604,functional
39581,non functional
36831,functional
21060,non functional
9519,functional
64673,functional
32122,non functional
56799,functional
10080,functional
13909,non functional
22956,functional
43508,non functional
43680,functional
9719,functional
45095,non functional
62238,functional
10929,functional
72578,non functional
3060,functional
46841,functional
12034,functional needs repair
16234,non functional
9795,non functional
3641,non functional
20787,functional
63937,non functional
36040,functional
67076,non functional
65787,non functional
50760,non functional
31362,functional
63329,non functional
60993,functional
48268,functional
13857,functional
62212,functional
10234,functional
49460,non functional
67804,non functional
60775,non functional
3648,non functional
40853,non functional
36292,functional
67873,functional
33543,functional
64414,non functional
64541,non functional
70060,functional
63551,functional
30021,functional
11373,functional
2006,functional
62388,functional
47949,functional
23075,functional
54591,non functional
4415,non functional
18438,functional
47227,functional
32803,functional
61007,non functional
65713,non functional
4149,functional
12758,functional
13084,functional
35610,functional needs repair
54093,functional
42439,non functional
40534,functional
46477,functional
63169,non functional
4545,functional
67788,functional
70091,functional
53996,non functional
17796,functional
55847,functional needs repair
64785,functional
26140,non functional
56381,non functional
68966,non functional
51300,functional
51757,functional
65640,functional
21027,non functional
53724,non functional
26908,functional
25652,non functional
71040,functional
53348,functional
19782,non functional
36271,non functional
26541,functional
70464,functional needs repair
59058,non functional
56509,non functional
50996,functional
70413,non functional
19540,functional needs repair
17886,non functional
2095,functional
61538,non functional
65494,functional
45491,functional
37220,functional
54218,functional
59686,functional
31393,functional
55054,functional
21958,functional
66499,functional
69750,functional needs repair
40828,functional
10927,functional
52853,non functional
20436,functional
2178,functional
70197,functional
42000,non functional
58941,non functional
61707,non functional
28955,functional
61906,functional
48164,functional
45217,non functional
56244,functional
66945,functional
20655,non functional
7924,functional
19171,non functional
65349,functional
40561,non functional
1023,non functional
1508,functional
26647,functional
70445,non functional
50199,non functional
26964,functional
32219,functional
16046,non functional
15737,functional
72539,functional
67393,non functional
29013,functional
23734,functional
73315,functional
31537,non functional
6953,non functional
41659,functional needs repair
4867,functional
21370,functional
65133,non functional
9373,functional
17907,non functional
71828,functional
72894,functional
41582,non functional
46838,non functional
70576,functional
23323,functional
3973,functional
65816,functional
43626,functional
66966,functional
24844,functional
73066,functional
67978,non functional
13443,non functional
32444,functional
8155,non functional
18982,functional
24533,non functional
27856,non functional
56866,functional
58445,functional
41621,functional
63893,functional
11225,functional
20613,non functional
39516,non functional
8756,non functional
10638,non functional
50885,functional
30237,functional
41182,functional
10502,functional
50223,non functional
10319,functional
21019,non functional
34756,non functional
57777,functional
56844,functional
64906,functional
32519,functional
63082,functional
15477,functional
13846,functional
51835,non functional
3452,functional
27034,non functional
8371,functional
34995,functional
67500,functional
18893,functional
8503,non functional
62636,functional
46592,functional
30362,functional
29200,functional
48207,functional
5169,functional needs repair
10865,functional
48994,functional
27483,functional
4802,non functional
6024,functional
52999,functional
12513,functional
50674,non functional
49108,functional
72224,functional
13828,non functional
61051,functional
43717,non functional
66773,functional
52059,functional
14014,non functional
33098,functional
18004,functional
49510,functional
33775,functional
59126,functional
60508,non functional
69680,functional
32334,functional
49944,functional
37219,functional
34876,functional
6160,functional
14998,non functional
51635,functional
25806,non functional
28063,non functional
24315,non functional
19994,non functional
14533,non functional
22102,functional
55097,functional
52399,functional
21410,non functional
50788,non functional
30143,functional
31438,functional
50605,functional
38138,non functional
37714,functional
12458,non functional
63847,functional
38941,functional
58006,functional needs repair
3701,functional
63176,non functional
32907,non functional
63884,functional
22345,non functional
58020,non functional
6689,functional
26308,functional
14398,non functional
14818,functional
6353,functional
43839,functional
2840,functional
59264,functional
8560,non functional
21778,functional
1718,functional
67618,functional
66982,functional
48558,functional
44952,functional
68081,functional
7118,functional needs repair
53226,functional
72612,functional
15657,functional
15032,functional
71183,non functional
47231,non functional
59893,functional needs repair
18294,functional
2375,functional
24452,non functional
60068,non functional
22177,non functional
15599,functional
58770,functional
33128,functional
6079,non functional
13266,non functional
35442,functional
61825,functional
41385,functional
4520,functional
69554,functional
26582,functional
45162,functional
51277,functional
19496,functional
70560,functional
22059,non functional
20955,functional
20485,non functional
66852,non functional
6978,functional
48612,non functional
71666,non functional
24170,non functional
17850,non functional
43902,functional
56723,functional
64536,functional
1233,functional
42143,functional
40374,non functional
32954,non functional
68984,non functional
11978,functional
65189,functional
16038,non functional
28449,functional
56904,non functional
64601,functional
72436,functional
6144,non functional
70599,non functional
70655,non functional
43023,functional
65545,functional
31000,functional
26482,functional
25686,functional
15651,non functional
19192,functional
73785,non functional
2125,functional
65140,non functional
29595,functional
5306,functional
45147,functional
39443,functional
47769,non functional
29520,functional
69998,non functional
34484,non functional
71981,non functional
51469,non functional
17422,non functional
23257,non functional
15856,non functional
228,functional
35713,non functional
54385,functional
65399,non functional
5863,non functional
49266,non functional
24312,functional
68374,functional
55651,non functional
52250,non functional
74244,functional
61104,functional
19955,functional
43510,functional
41099,non functional
51305,non functional
71832,functional
24812,non functional
57060,functional
3193,non functional
20040,functional
682,functional
47417,functional
9536,functional
56423,functional
4770,non functional
10926,functional
70775,non functional
3344,non functional
7940,non functional
41872,functional
14226,functional
1084,functional
29695,functional
53357,functional
38502,functional
45263,functional
11664,non functional
45951,functional
31956,non functional
72722,functional
1457,non functional
58604,functional
10150,non functional
13140,functional
4158,non functional
33365,non functional
2512,functional
3792,functional
41158,functional
49470,functional
45060,functional
61264,functional
42048,non functional
52317,functional
26066,non functional
5082,non functional
39794,functional
282,functional needs repair
13617,functional
70883,functional
46582,functional
18763,functional
13744,non functional
71273,functional needs repair
2447,functional
74063,functional
33761,non functional
73129,functional
38438,functional
66706,non functional
71117,non functional
7078,functional
519,functional needs repair
55708,functional
38509,functional
57945,functional
27176,functional
68377,functional
849,functional
47114,non functional
41438,functional
21111,non functional
37406,functional
10498,non functional
34231,functional
56341,non functional
18051,non functional
35331,non functional
58056,non functional
61167,functional
4920,non functional
40357,functional
43318,non functional
21087,functional
68111,functional
11661,functional
16322,non functional
49232,non functional
54765,functional
71388,functional
18604,functional
44350,functional
62598,functional
43591,functional
51885,non functional
13290,functional
12485,non functional
1968,functional
62032,functional
13395,functional
27384,non functional
50484,non functional
23050,non functional
31156,functional
32559,functional
70435,non functional
22655,non functional
44573,non functional
9332,functional
46413,functional
6930,functional
7830,functional
30613,functional
2715,functional
1873,functional
69719,functional
31230,functional
57424,functional
20682,functional
23566,functional
38271,non functional
47572,functional
71841,functional
73967,non functional
60861,non functional
20526,non functional
38337,functional
20014,functional
57709,functional
19588,non functional
27587,non functional
9984,non functional
70608,functional
64499,functional
38582,non functional
359,non functional
11158,functional
37242,functional
71892,non functional
18826,functional
42859,functional
52768,functional
34690,functional
28004,functional
45813,non functional
56875,functional
14917,functional
30105,functional
12955,functional
44032,functional
53634,functional
13922,non functional
67888,non functional
24970,non functional
47673,non functional
12015,functional
20259,non functional
24333,functional
48864,functional
3186,functional
40617,functional
39727,functional
26524,non functional
49963,functional
33392,functional
65604,functional
25439,functional
32689,non functional
39346,functional
44111,functional
48509,functional
58191,non functional
38311,functional
32588,non functional
51097,non functional
21616,non functional
1546,functional
50592,functional
15153,non functional
60451,functional
39092,functional
44066,non functional
44259,functional
1984,functional
61682,non functional
59320,functional
62678,functional
2798,non functional
54555,functional
46806,non functional
67541,non functional
65284,functional
31265,functional
34288,non functional
38812,functional
14868,functional
64873,functional
22140,functional
11260,non functional
62930,functional
36875,non functional
66406,functional
12160,functional
60923,functional
41028,functional
72710,non functional
51571,non functional
32839,non functional
10978,functional
30879,functional needs repair
67002,functional
60951,functional needs repair
1889,functional
51701,functional
59284,non functional
26460,functional
23917,functional
19445,functional
20634,functional
48271,non functional
39770,functional
12535,functional
9948,functional
50686,functional
35931,functional
14955,functional
48997,functional
71077,non functional
26013,functional
12541,non functional
10225,functional
48523,non functional
44597,non functional
18030,functional
67297,functional
18418,functional
8365,non functional
31248,functional
49370,non functional
55014,non functional
10408,functional
22728,functional
57343,functional
42461,non functional
73501,non functional
32679,non functional
52750,functional needs repair
51655,non functional
43087,functional
66847,non functional
32537,functional
54168,functional
45987,functional
17470,functional
46205,non functional
37807,functional
9963,functional
72385,functional
36930,non functional
29101,functional
26414,non functional
48369,functional
13017,non functional
49421,functional
21523,functional
67645,functional
50154,non functional
62378,functional
47337,non functional
44517,functional
52483,functional
60224,functional
23021,non functional
69858,functional
29599,functional
64096,non functional
18671,functional
3281,functional
72728,functional
15987,non functional
73993,non functional
17644,functional
37494,functional
47009,functional
71115,functional
12145,functional
28083,non functional
37806,functional
51762,functional
1639,functional
17981,functional
18042,functional
25894,non functional
18132,non functional
9731,functional
10333,functional
396,non functional
25433,functional
11399,functional
31007,functional
18822,non functional
27827,functional
47700,functional
14193,functional needs repair
46699,functional
49699,non functional
72914,functional
24535,functional
49846,functional
27110,functional
29828,functional
73173,non functional
59807,non functional
30737,functional
50319,functional
27267,functional
54308,non functional
41628,functional
56360,functional
16622,non functional
43432,non functional
44404,non functional
50354,non functional
68698,functional
3977,non functional
40031,non functional
23191,functional
59440,functional
53544,non functional
57825,functional
35534,functional
30093,functional
59732,functional
50472,non functional
63806,non functional
11743,functional
27778,functional needs repair
4460,functional
45776,functional
46743,functional needs repair
68878,non functional
20967,functional
59833,functional
53635,functional
45831,functional
59065,functional
8700,non functional
6965,functional
56369,functional
74106,non functional
23763,functional
38235,non functional
51342,non functional
29236,functional
8314,functional
38335,functional
42494,non functional
25358,functional
52693,non functional
66427,functional
20769,non functional
24754,functional
3797,functional
53859,functional
27206,functional
58407,functional
13374,non functional
11028,functional
38930,functional
26982,non functional
14778,functional
51587,non functional
17015,non functional
25028,functional
35293,functional
8068,non functional
73052,functional
51753,functional
15035,non functional
60817,non functional
55374,non functional
10096,functional
12074,functional
50198,non functional
33773,non functional
6287,non functional
16222,non functional
13418,non functional
243,functional
5673,functional
38441,functional
57081,functional
14525,functional
13389,functional
65683,non functional
21136,non functional
34199,functional
25206,non functional
55334,non functional
30168,functional
19998,non functional
27760,functional
70205,functional
32421,functional
40287,functional
4537,non functional
46300,non functional
49063,non functional
73414,functional
54220,non functional
2838,functional
46979,functional
34307,non functional
36899,functional
27797,non functional
48131,non functional
70738,functional
56821,functional
35203,functional
67513,functional
48623,functional
48526,functional
71696,functional
507,non functional
7283,functional
3421,non functional
15585,non functional
44581,non functional
72733,non functional
46120,non functional
29358,functional
5664,functional
2285,functional
5661,non functional
47657,functional
40777,non functional
23177,non functional
62023,non functional
46834,functional
54573,functional
2311,functional
36977,non functional
62283,functional
62935,non functional
28008,functional needs repair
60373,functional
34523,functional
46550,functional
12068,non functional
4365,functional
49342,functional
6418,functional
33741,functional
53296,functional
74206,non functional
17681,functional
58387,functional
33887,functional
35848,functional
13667,functional
38183,functional
61501,functional
16185,functional
69225,functional
7730,non functional
64895,functional
496,non functional
42433,functional
32757,functional
16856,functional
3503,non functional
73404,functional
25092,non functional
56114,functional
67755,non functional
59292,non functional
27131,functional
36880,non functional
29934,non functional
61140,non functional
6375,functional
57413,functional
52719,functional
45534,non functional
57626,functional
1523,non functional
62801,functional
11025,functional
66579,functional
42099,functional
68278,functional
20349,functional needs repair
18762,functional
67374,functional
27139,non functional
21420,non functional
52382,functional
55389,non functional
41881,functional
20879,non functional
39134,functional
35813,functional
32770,functional
9903,functional
37475,functional
3618,non functional
31199,functional needs repair
1018,functional
57876,functional
44128,functional
22587,functional
1143,functional
48065,functional
13308,non functional
35288,functional
60567,non functional
46380,non functional
36502,non functional
73978,functional
19960,non functional
22394,non functional
49214,non functional
23581,functional
58744,functional
18540,functional
37429,functional
11726,functional needs repair
24187,non functional
25907,functional
68307,functional
36577,functional
5752,non functional
17460,functional
24211,non functional
64039,non functional
35159,functional
36922,functional
1228,non functional
14928,non functional
31814,functional
38492,functional needs repair
8754,functional
68130,non functional
19092,functional
36898,functional
48574,functional
54791,functional
57644,functional
43217,non functional
14922,functional
64775,functional
59160,functional
38141,functional
51518,functional
43481,functional
36632,functional
4347,non functional
57963,functional
73460,functional
26874,functional needs repair
45280,functional
50748,non functional
33993,non functional
11535,functional
13028,non functional
39580,functional
66084,functional
72376,functional
63494,functional
5560,functional
53309,non functional
17248,functional
38848,functional
29171,functional
12765,functional
72042,functional
45045,functional
30553,non functional
15746,functional
71754,functional
26176,functional
40403,functional
64029,non functional
56238,functional
52432,non functional
38677,functional
2448,functional
73548,functional
51078,non functional
27549,non functional
886,non functional
62399,functional
70385,non functional
60247,functional
48622,functional
43977,functional
2609,functional
66087,functional
63428,functional
57506,non functional
31307,non functional
51965,non functional
9288,functional
68778,non functional
22485,functional needs repair
57533,functional
6589,functional
4402,functional
33976,functional
24206,functional
16883,functional
68280,functional
60751,non functional
57895,functional
73433,non functional
59045,non functional
62351,functional
32272,non functional
34754,functional
8809,non functional
35885,non functional
39827,functional
63158,functional
28801,non functional
52813,functional
21457,functional
17610,non functional
4984,functional
37979,functional
62974,functional
47204,functional
57616,non functional
35329,non functional
10767,functional
39234,functional needs repair
28022,non functional
19427,functional
57156,functional
25669,non functional
71153,functional
43875,functional
3448,functional
9629,functional
17846,functional
22620,non functional
2246,functional
28894,functional needs repair
46489,non functional
39041,non functional
65364,functional
7226,functional
2650,functional
7706,non functional
23147,functional
4797,functional
23043,functional
13339,functional
4229,functional needs repair
15853,functional
4180,non functional
15068,non functional
35611,functional
32401,functional
4110,functional
62206,functional
23600,functional
35239,non functional
18252,non functional
18152,non functional
21850,non functional
47509,functional
13585,non functional
16501,functional
9576,non functional
39351,functional
40022,functional
11435,functional
26631,non functional
21565,functional
40163,functional
13859,functional
50767,non functional
1932,functional
15282,non functional
73231,functional
36347,non functional
22076,non functional
32903,non functional
31789,functional
67095,non functional
41894,functional
9150,functional needs repair
24822,functional
40477,functional
43193,functional
33377,functional
5889,non functional
68402,functional
11690,non functional
9583,functional
14643,functional
33152,functional
45285,non functional
11776,non functional
21082,functional
11224,functional
708,functional
24269,functional
66094,functional
29402,functional
2132,functional
31876,functional
24888,non functional
17297,functional
63391,non functional
65405,non functional
27306,non functional
53792,non functional
33760,functional
36858,functional
21982,non functional
47898,non functional
45931,functional
24282,functional
57867,functional
2268,non functional
42870,non functional
51026,functional
69496,functional needs repair
46258,functional
53653,functional
8511,non functional
6437,non functional
45277,functional
53647,functional
45297,non functional
12871,functional
73567,functional
37196,functional
33031,non functional
50322,non functional
38362,functional
48934,functional
50098,functional
25161,non functional
69627,non functional
37050,functional
40161,non functional
8596,non functional
17636,functional
14577,non functional
56393,non functional
12822,non functional
41075,functional
37885,functional
68842,non functional
66015,non functional
21780,non functional
6796,functional
56069,functional
54247,non functional
40874,non functional
27638,functional
57276,functional needs repair
15827,functional
59544,non functional
46615,functional
68917,functional
32281,non functional
20795,non functional
3775,functional
56610,functional
14626,functional
58335,non functional
27434,functional
45224,functional
21863,functional
13646,functional needs repair
45316,non functional
39015,functional
62036,non functional
19035,functional
46630,non functional
15059,non functional
32074,non functional
39871,functional
32047,functional
9958,functional
38679,functional
67067,functional
45840,functional
71345,functional
28783,functional
56300,non functional
25363,functional
57254,functional
4852,non functional
37650,functional
37830,non functional
55583,functional
47834,functional
33053,non functional
40053,non functional
35615,functional
41935,functional needs repair
53719,non functional
42782,functional
24343,non functional
44635,non functional
46200,functional
31185,functional
16460,functional
17353,non functional
5891,functional
24375,non functional
5203,non functional
62385,non functional
56459,functional
29879,functional
51522,non functional
35245,non functional
40141,non functional
4870,functional needs repair
29726,non functional
43211,functional
62320,functional
49299,functional
35963,functional needs repair
24820,non functional
31300,functional
47524,functional
3102,non functional
65536,non functional
61221,functional
72699,functional needs repair
67398,non functional
13994,functional
27826,non functional
1379,functional
2681,functional
53171,functional
2389,functional
55799,non functional
59952,functional
13243,functional
52845,non functional
7141,functional
36793,functional
28913,functional
22001,functional
38907,non functional
11162,functional needs repair
31701,functional
19800,functional
68622,functional
36197,non functional
41645,functional
41299,functional needs repair
63689,functional
64196,functional
3309,non functional
60962,functional
69933,functional
58960,functional
52915,functional
24332,non functional
46346,functional
73840,non functional
20540,functional
25032,functional
55800,non functional
30448,functional
31637,functional
57334,functional
19040,non functional
16127,non functional
18166,functional
37428,functional
60465,functional
38724,functional
56443,functional
13307,functional
40329,non functional
845,non functional
36907,functional
39583,non functional
29041,functional
57528,non functional
33196,non functional
14740,non functional
52667,functional
403,functional
59130,functional
45426,functional
66786,functional needs repair
53110,non functional
12745,non functional
26571,functional
21083,functional
55246,functional
23085,functional needs repair
41860,functional
65999,non functional
4741,functional
8189,non functional
45623,functional
51651,non functional
3575,functional
73396,functional
70645,functional
55369,functional needs repair
16473,non functional
68346,functional
9481,functional
21439,non functional
835,non functional
24667,functional
64713,non functional
35303,functional
62990,functional
40591,functional
15240,non functional
36088,non functional
18110,functional
2314,non functional
14209,non functional
44542,functional
16684,functional
18841,functional
12368,functional
60453,functional
66939,functional needs repair
69334,functional
50057,functional
59836,functional
44365,non functional
23168,functional
27877,functional
23909,functional
15424,functional
46084,functional
26292,functional
28159,functional
57935,functional
48599,non functional
768,functional needs repair
62438,functional
27414,functional
46750,functional
16436,functional
32535,functional
41758,functional
66899,non functional
24670,functional
31459,non functional
66195,non functional
54881,functional
52075,functional
41587,functional
60141,non functional
41043,functional
43950,functional
48121,functional
65965,functional
70664,functional
4887,functional
62128,functional
62993,non functional
54823,functional
67336,functional
11461,non functional
6405,non functional
3604,non functional
13496,functional
69465,functional
52159,functional
62523,functional
12909,functional
9031,non functional
38142,non functional
9976,non functional
12457,functional
83,non functional
41441,non functional
37002,non functional
14445,functional
49312,functional
37763,functional
18581,non functional
17791,non functional
37664,functional
55316,functional
67418,functional
62465,functional
8682,functional
18905,functional
8129,non functional
6490,non functional
58222,functional
26087,functional
54721,functional
2986,non functional
62250,non functional
13215,functional
40638,functional
52286,functional
56328,non functional
66140,non functional
73270,functional
46918,functional
37800,functional
42236,non functional
57022,non functional
32769,functional
60417,functional
18381,non functional
45799,non functional
16607,functional
34727,non functional
65469,non functional
44913,functional needs repair
50367,functional
50806,functional
40770,functional
3166,functional
43932,non functional
9054,functional
3088,non functional
55589,non functional
56199,functional
43749,functional
70409,non functional
47010,functional
30427,functional needs repair
31052,functional
14338,non functional
53535,functional
54524,functional
34913,non functional
70918,functional
55805,functional needs repair
46480,non functional
6477,non functional
68683,functional
64153,non functional
5836,functional
47654,functional
47513,functional
70105,non functional
65915,functional
72961,functional
20292,functional
9641,functional
43467,functional
34468,non functional
24910,non functional
59441,functional
73772,non functional
67356,functional needs repair
5377,non functional
56133,non functional
38004,non functional
65662,non functional
68465,non functional
9610,non functional
13502,functional needs repair
53131,functional
43862,non functional
41294,non functional
29623,functional
73956,non functional
69743,functional
54200,non functional
24857,functional
46305,non functional
26411,functional
62264,functional
31079,non functional
43949,functional
10433,functional
26672,non functional
21265,functional
10059,functional
60084,functional
53252,functional
32035,non functional
72898,functional
34460,functional
68561,non functional
20908,functional
34485,functional
58522,non functional
19340,functional
24072,non functional
1597,non functional
21617,functional
4294,non functional
62458,functional
60703,functional
54351,non functional
3655,non functional
52100,non functional
35989,non functional
34759,functional
55209,non functional
21606,functional
20748,functional
73003,non functional
29246,functional
29896,non functional
30122,non functional
37159,non functional
62494,non functional
54202,functional
60549,functional
63553,functional
13980,functional
56243,functional
23544,non functional
73601,non functional
13232,functional
24549,functional
49792,functional
36789,functional
40035,functional
70871,functional
53126,functional needs repair
57744,non functional
30902,non functional
40155,functional
55484,non functional
12965,functional
1862,functional
9531,functional
21824,non functional
63103,functional
66838,non functional
39758,functional
15287,non functional
14628,non functional
12434,functional
39114,non functional
26802,non functional
17956,functional
9652,functional
73221,functional
30495,functional
25095,non functional
37362,functional
30853,functional
37450,non functional
